,,,,HEX,,Date,,,,Flight,altitude,Spd,Hdg,Lat ,Long,sig,Sqwk
MSG,3,111,11111,8007B1,111111,2019/11/28,17:41:46.658,2019/11/28,17:41:46.623,,12625,,,18.50597,73.22295,,,,,,0
MSG,3,111,11111,800C10,111111,2019/11/28,17:41:50.551,2019/11/28,17:41:50.492,,15950,,,19.13837,73.04735,,,,,,0
MSG,3,111,11111,800C10,111111,2019/11/28,17:41:50.952,2019/11/28,17:41:50.947,,15950,,,19.13790,73.04785,,,,,,0
MSG,5,111,11111,800C10,111111,2019/11/28,17:41:51.103,2019/11/28,17:41:51.079,,15950,,,,,,,0,,0,0
MSG,3,111,11111,800C10,111111,2019/11/28,17:41:51.381,2019/11/28,17:41:51.342,,15975,,,19.13744,73.04835,,,,,,0
MSG,5,111,11111,800C10,111111,2019/11/28,17:41:51.750,2019/11/28,17:41:51.734,,15975,,,,,,,0,,0,0
MSG,3,111,11111,800C10,111111,2019/11/28,17:41:51.802,2019/11/28,17:41:51.799,,15975,,,19.13702,73.04884,,,,,,0
MSG,3,111,11111,8007B1,111111,2019/11/28,17:41:51.880,2019/11/28,17:41:51.865,,12525,,,18.51164,73.21983,,,,,,0
MSG,5,111,11111,800C10,111111,2019/11/28,17:41:52.036,2019/11/28,17:41:51.998,,15975,,,,,,,0,,0,0
MSG,5,111,11111,800C10,111111,2019/11/28,17:41:52.052,2019/11/28,17:41:52.000,,16000,,,,,,,0,,0,0
MSG,5,111,11111,800C10,111111,2019/11/28,17:41:52.103,2019/11/28,17:41:52.063,,16000,,,,,,,0,,0,0
MSG,5,111,11111,800C10,111111,2019/11/28,17:41:52.172,2019/11/28,17:41:52.129,,16000,,,,,,,0,,0,0
MSG,5,111,11111,800C10,111111,2019/11/28,17:41:52.299,2019/11/28,17:41:52.260,,16000,,,,,,,0,,0,0
MSG,3,111,11111,800C10,111111,2019/11/28,17:41:52.321,2019/11/28,17:41:52.262,,16000,,,19.13631,73.04962,,,,,,0
MSG,1,111,11111,800C10,111111,2019/11/28,17:41:52.471,2019/11/28,17:41:52.455,IGO834  ,,,,,,,,,,,0
MSG,5,111,11111,800C10,111111,2019/11/28,17:41:53.104,2019/11/28,17:41:53.049,,16025,,,,,,,0,,0,0
MSG,3,111,11111,800C10,111111,2019/11/28,17:41:53.151,2019/11/28,17:41:53.113,,16025,,,19.13539,73.05065,,,,,,0
MSG,5,111,11111,800C10,111111,2019/11/28,17:41:53.173,2019/11/28,17:41:53.115,,16025,,,,,,,0,,0,0
MSG,3,111,11111,800C10,111111,2019/11/28,17:41:53.672,2019/11/28,17:41:53.636,,16050,,,19.13498,73.05114,,,,,,0
MSG,5,111,11111,800C10,111111,2019/11/28,17:41:54.102,2019/11/28,17:41:54.093,,16050,,,,,,,0,,0,0
MSG,3,111,11111,800C10,111111,2019/11/28,17:41:54.241,2019/11/28,17:41:54.225,,16050,,,19.13427,73.05194,,,,,,0
MSG,5,111,11111,800C10,111111,2019/11/28,17:41:55.102,2019/11/28,17:41:55.077,,16075,,,,,,,0,,0,0
MSG,3,111,11111,800C10,111111,2019/11/28,17:41:55.572,2019/11/28,17:41:55.538,,16100,,,19.13246,73.05398,,,,,,0
MSG,5,111,11111,800C10,111111,2019/11/28,17:41:56.103,2019/11/28,17:41:56.061,,16125,,,,,,,0,,0,0
MSG,5,111,11111,800C10,111111,2019/11/28,17:41:56.106,2019/11/28,17:41:56.062,,16125,,,,,,,0,,0,0
MSG,5,111,11111,800C10,111111,2019/11/28,17:41:56.172,2019/11/28,17:41:56.127,,16125,,,,,,,0,,0,0
MSG,5,111,11111,8007B1,111111,2019/11/28,17:41:56.922,2019/11/28,17:41:56.912,,12425,,,,,,,0,,0,0
MSG,3,111,11111,800C10,111111,2019/11/28,17:42:01.481,2019/11/28,17:42:01.436,,16325,,,19.12561,73.06168,,,,,,0
