MSG,3,111,11111,800BA7,111111,2019/12/20,17:08:51.360,2019/12/20,17:08:51.351,,16675,,,18.76293,72.77823,,,,,,0
MSG,3,111,11111,800BA7,111111,2019/12/20,17:08:52.310,2019/12/20,17:08:52.269,,16725,,,18.76144,72.77869,,,,,,0
MSG,3,111,11111,896174,111111,2019/12/20,17:08:52.403,2019/12/20,17:08:52.399,,4950,,,18.80664,72.99601,,,,,,0
MSG,5,111,11111,800BA7,111111,2019/12/20,17:08:52.856,2019/12/20,17:08:52.857,,16750,,,,,,,0,,0,0
MSG,3,111,11111,896174,111111,2019/12/20,17:08:52.873,2019/12/20,17:08:52.860,,4950,,,18.80635,72.99635,,,,,,0
MSG,3,111,11111,800BA7,111111,2019/12/20,17:08:53.340,2019/12/20,17:08:53.319,,16775,,,18.75971,72.77918,,,,,,0
MSG,5,111,11111,800BA7,111111,2019/12/20,17:08:54.368,2019/12/20,17:08:54.365,,16825,,,,,,,0,,0,0
MSG,1,111,11111,800BA7,111111,2019/12/20,17:08:54.559,2019/12/20,17:08:54.561,IGO793  ,,,,,,,,,,,0
MSG,3,111,11111,800BA7,111111,2019/12/20,17:08:54.789,2019/12/20,17:08:54.761,,16850,,,18.75714,72.77996,,,,,,0
MSG,3,111,11111,800BA7,111111,2019/12/20,17:08:55.320,2019/12/20,17:08:55.286,,16875,,,18.75613,72.78028,,,,,,0
MSG,3,111,11111,800BA7,111111,2019/12/20,17:08:56.710,2019/12/20,17:08:56.664,,16925,,,18.75389,72.78094,,,,,,0
MSG,5,111,11111,800BA7,111111,2019/12/20,17:08:56.881,2019/12/20,17:08:56.858,,16950,,,,,,,0,,0,0
MSG,5,111,11111,800BA7,111111,2019/12/20,17:08:56.882,2019/12/20,17:08:56.859,,16950,,,,,,,0,,0,0
MSG,3,111,11111,800BA7,111111,2019/12/20,17:08:57.640,2019/12/20,17:08:57.640,,16975,,,18.75247,72.78138,,,,,,0
MSG,3,111,11111,800BA7,111111,2019/12/20,17:08:58.160,2019/12/20,17:08:58.102,,17000,,,18.75138,72.78173,,,,,,0
MSG,5,111,11111,800BA7,111111,2019/12/20,17:08:58.385,2019/12/20,17:08:58.362,,17025,,,,,,,0,,0,0
MSG,1,111,11111,800BA7,111111,2019/12/20,17:08:59.679,2019/12/20,17:08:59.672,IGO793  ,,,,,,,,,,,0
MSG,5,111,11111,800BA7,111111,2019/12/20,17:08:59.881,2019/12/20,17:08:59.869,,17075,,,,,,,0,,0,0
MSG,5,111,11111,800BA7,111111,2019/12/20,17:09:00.904,2019/12/20,17:09:00.855,,17125,,,,,,,0,,0,0
MSG,5,111,11111,800BA7,111111,2019/12/20,17:09:00.905,2019/12/20,17:09:00.855,,17125,,,,,,,0,,0,0
MSG,5,111,11111,800BA7,111111,2019/12/20,17:09:02.426,2019/12/20,17:09:02.425,,17175,,,,,,,0,,0,0
MSG,3,111,11111,800BA7,111111,2019/12/20,17:09:04.100,2019/12/20,17:09:04.065,,17250,,,18.74137,72.78477,,,,,,0
MSG,5,111,11111,800BA7,111111,2019/12/20,17:09:04.930,2019/12/20,17:09:04.918,,17275,,,,,,,0,,0,0
MSG,3,111,11111,800BA7,111111,2019/12/20,17:09:09.859,2019/12/20,17:09:09.835,,17450,,,18.73197,72.78762,,,,,,0
MSG,5,111,11111,800BA7,111111,2019/12/20,17:09:09.961,2019/12/20,17:09:09.962,,17450,,,,,,,0,,0,0
MSG,3,111,11111,896174,111111,2019/12/20,17:09:27.480,2019/12/20,17:09:27.463,,4425,,,18.78502,73.02200,,,,,,0
MSG,5,111,11111,800BA7,111111,2019/12/20,17:09:30.624,2019/12/20,17:09:30.609,,17950,,,,,,,0,,0,0
